gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model
ENSG00000150773.6,PIH1D2,4.439901828765868,0.0478652963470117,8.999992323028401e-06,0.015537872378251103,0.0889038802314598,0.00459903979055182,NA,1,1,1
ENSG00000162576.12,MXRA8,-4.436898105780348,-0.04862172849764887,9.12644670353169e-06,0.016908490861831344,0.0568131138175405,0.0408057815170641,NA,4,13,13
ENSG00000103351.8,CLUAP1,4.362806028598643,0.00855614647467385,1.2840478400408442e-05,0.5884763860160439,0.118385423546589,0.00138557203130898,NA,91,131,131
ENSG00000114796.11,KLHL24,4.3451091420608385,0.017943445600218412,1.3920643208397808e-05,0.12408976107889251,0.266575472694042,1.71909691657759e-06,NA,55,60,60
ENSG00000071967.7,CYBRD1,4.338401252815396,0.01514058158066146,1.4352294431387322e-05,0.14202714389006313,0.20293101467204,5.09567896805074e-05,NA,15,19,19
ENSG00000244462.3,RBM12,4.287238502384944,0.01858490584544587,1.8090802645227024e-05,0.10806051364104596,0.0543659097439552,0.0378439681834184,NA,48,51,51
ENSG00000212694.4,AC084018.1,-4.274078543993961,-0.019769279266361222,1.9192937417071036e-05,0.08740752506314198,0.198890259461034,5.60371772244701e-05,NA,32,40,40
ENSG00000137804.8,NUSAP1,4.271979968314736,0.013419748588790227,1.9374498424619355e-05,0.17976999204259214,0.381507092239801,6.8940326040011e-10,NA,28,37,37
ENSG00000273449.1,RP11-218F10.3,-4.263831449043982,-0.014639805425806892,2.009510511940211e-05,0.15258336692794344,0.29036760724571,1.39859257758992e-07,NA,10,10,10
ENSG00000112619.6,PRPH2,-4.250607542558419,-0.00878985033574467,2.1319144140631946e-05,0.4553341643845302,0.363655024430784,1.54043681392767e-09,NA,70,83,83
ENSG00000271904.1,CTC-498M16.4,-4.247902124372012,-0.01423990364699462,2.1578162147788844e-05,0.19036296476665182,0.210564445065973,1.62709440805505e-05,NA,73,77,77
ENSG00000115504.10,EHBP1,-4.243634852999203,-0.026586575291231703,2.1992810863806705e-05,0.056962669810343286,0.136933100756521,0.00083906294533415,NA,32,36,36
ENSG00000260953.1,RP11-426C22.6,-4.2352865247561855,-0.01959712426456435,2.282604638060553e-05,0.08011196271476426,0.322667532040189,1.05086105848112e-07,NA,16,26,26
ENSG00000181754.6,AMIGO1,4.226046150035907,0.021506728147190863,2.3783323512800417e-05,0.07222687923322355,0.199044642012433,3.88721707614134e-05,NA,11,11,11
ENSG00000167964.8,RAB26,4.223185878471456,0.041597155025055885,2.4087300283785588e-05,0.020236010882966386,0.116447823859603,0.0029752686426712,NA,3,3,3
ENSG00000103549.17,RNF40,4.214596703785315,0.02056074968987555,2.5022492075563787e-05,0.0841643834629553,0.104912632573721,0.00316552701024699,NA,6,7,7
ENSG00000259915.1,RP11-410E4.1,-4.203948428175605,-0.02389572261555013,2.6229872536222367e-05,0.06915425467999088,0.198164940733644,4.87298757819941e-05,NA,61,69,69
ENSG00000123965.12,PMS2P5,-4.1920146722456755,-0.04710003718149311,2.7648811002515636e-05,0.02837644177133984,0.398618321886858,1.33696181158918e-11,NA,4,8,8
ENSG00000112031.11,MTRF1L,4.176402275313049,0.019680360347150018,2.9615588803528443e-05,0.06864318369709871,0.0758092700323614,0.0160188927613535,NA,17,18,18
ENSG00000270171.1,RP11-338N10.1,-4.1725084457749615,-0.013043988071191325,3.0126442854196378e-05,0.20428591207110403,0.40630369885218,2.7715650194873e-10,NA,10,12,12
ENSG00000076685.14,NT5C2,4.17042265810231,0.025604363995956107,3.040352286646207e-05,0.05516449109508785,0.175068151381416,0.000173893215779404,NA,16,16,16
ENSG00000265542.1,RP11-60A24.3,-4.1688374420527055,-0.016833447283265728,3.061572393266213e-05,0.11844895340737925,0.0851526580481585,0.0124425532238336,NA,33,36,36
ENSG00000162877.8,PM20D1,4.162835845092041,0.025960966264232943,3.143193409441027e-05,0.04995196792860659,0.125449820696474,0.00185849963064435,NA,11,14,14
ENSG00000242866.5,STRC,-4.159073801669159,-0.027345366047406294,3.1954065127544504e-05,0.04611797421340924,0.269307939903803,1.41542685406482e-06,NA,12,19,19
ENSG00000105705.11,SUGP1,4.152472788307194,0.018065070634118222,3.2890187382565544e-05,0.09287702532772986,0.0709153521693986,0.0250894009656216,NA,27,33,33
ENSG00000164307.8,ERAP1,-4.148256743163382,-0.017350353164391073,3.350165677274066e-05,0.1045958446434722,0.158379345069507,0.000116207910752289,NA,36,38,38
ENSG00000229391.3,HLA-DRB6,4.146231192004041,0.22293600680145592,3.379925595415494e-05,0.000582700884537015,0.436364335023552,2.85939527107558e-11,NA,3,40,40
ENSG00000234177.1,AC068057.2,-4.124840601686395,-0.031920177153942075,3.709916015872345e-05,0.035054141419929984,0.162385099843323,0.00027676347995066,NA,16,16,16
ENSG00000101003.8,GINS1,4.115206859201894,0.016534712275529023,3.8683233681133155e-05,0.11608699860671526,0.0641313011168983,0.0282302006825518,NA,46,59,59
ENSG00000119725.13,ZNF410,4.106849162136138,0.01906443526485501,4.0109296637571343e-05,0.07967316891939522,0.100136408667789,0.00757223763789879,NA,24,48,48
ENSG00000179698.9,KIAA1875,-4.1008891798346525,-0.009369102296949752,4.1156563516524707e-05,0.33948905124856105,0.358536885922368,2.53575584970082e-09,NA,63,115,115
ENSG00000102606.13,ARHGEF7,4.0927167023019155,0.033268364080106076,4.263484875276854e-05,0.031175511162919174,0.139485115339203,0.000926230649085087,NA,5,5,5
ENSG00000108556.7,CHRNE,4.0817862645139815,0.04685574777050579,4.469088734861616e-05,0.01677449484995979,0.134009396701279,0.00117884418209865,NA,6,11,11
ENSG00000088256.4,GNA11,4.071363469222899,0.025495421533394225,4.67387539333851e-05,0.04236372208546445,0.0955360769527449,0.00648043736160627,NA,19,27,27
ENSG00000246375.2,RP11-10L7.1,4.056425579289372,0.014532677497109792,4.98294296803957e-05,0.17109172334663258,0.405966700878333,2.78627040095127e-10,NA,16,21,21
ENSG00000075131.5,TIPIN,4.054765802178436,0.018101643951967995,5.01845569027119e-05,0.11359994882922893,0.319586068860427,1.00103887634465e-07,NA,24,30,30
ENSG00000205035.4,RP11-707M1.1,-4.049287211208794,-0.014325287915626301,5.137386505044084e-05,0.16678042496475542,0.239019850525587,2.48596504003146e-06,NA,46,50,50
ENSG00000137269.10,LRRC1,4.040028545455965,0.014643756456289011,5.344469622486328e-05,0.12557773676937273,0.17917346966796,8.00957075700761e-05,NA,38,43,43
ENSG00000114331.8,ACAP2,-4.017773499328534,-0.021004944423114215,5.875062744334045e-05,0.061637298080460826,0.256025561419675,2.14806802310839e-06,NA,14,19,19
ENSG00000172687.9,ZNF738,4.014545103422686,0.03458775131970067,5.956055385921102e-05,0.02584852560918574,0.0498016791147542,0.0492330897745727,NA,18,19,19
ENSG00000184110.10,EIF3C,3.991509226830349,0.02111912649809774,6.565413349503086e-05,0.08678297869768974,0.0725906481626243,0.0192326281729561,NA,44,52,52
ENSG00000165806.15,CASP7,-3.965545794010939,-0.016947676453760226,7.322819098650818e-05,0.11997169435980788,0.213804320201672,3.42269077862382e-05,NA,57,61,61
ENSG00000119760.11,SUPT7L,3.9606988371220133,0.025425434588251757,7.473073569087999e-05,0.06148359515314611,0.0744234722158488,0.020141082883208,NA,15,16,16
ENSG00000128573.18,FOXP2,-3.9535505771636963,-0.04266927164611936,7.699997830666659e-05,0.016554824225937192,0.12140060277971,0.00151354196480681,NA,1,1,1
ENSG00000250412.1,KLHL2P1,3.917468436956876,0.022800920846551435,8.948375779395006e-05,0.0573713007186939,0.0655828847039998,0.0322193207458828,NA,36,42,42
ENSG00000144043.7,TEX261,3.897430535013637,0.06747782573527508,9.721869564613114e-05,0.005379395535459319,0.101588700528451,0.00373932505965317,NA,4,6,6
ENSG00000163795.9,ZNF513,-3.8963389153078563,-0.014882492430078267,9.765770784078873e-05,0.1457743192004878,0.0634258516396871,0.0290290163345676,NA,46,48,48
ENSG00000171773.2,NXNL1,3.8885819671099804,0.013819221418674098,0.0001008316177720704,0.16357413358768988,0.0481252767807637,0.0430897435142517,NA,42,49,49
ENSG00000182628.8,SKA2,-3.884182891896316,-0.025627974151486398,0.00010267460075384492,0.03666694115767974,0.110623347451473,0.00331151743440429,NA,17,19,19
ENSG00000261478.1,RP11-429B14.4,-3.8610429058571385,-0.01068276351021305,0.00011290407281174882,0.2617630555876062,0.32775768902714,1.01963417339401e-07,NA,52,57,57
ENSG00000197912.9,SPG7,-3.8524017666685295,-0.012105119967363619,0.0001169649050076418,0.1744325305444441,0.254327404725004,3.69254223725122e-06,NA,28,43,43
ENSG00000101104.8,PABPC1L,-3.846892586711982,-0.020431245452417337,0.00011962538217918948,0.06468293182019201,0.193567134380957,7.47423599279674e-05,NA,25,36,36
ENSG00000168803.10,ADAL,3.842389264695825,0.012610377897965206,0.00012184239119622429,0.19734575879238214,0.264116704364031,1.25572885482793e-06,NA,23,28,28
ENSG00000250508.1,RP11-757G1.6,-3.8061302047484467,-0.023673049316482744,0.00014115808970619232,0.04585283282446106,0.0585422258169142,0.0367467174052398,NA,19,21,21
ENSG00000236485.1,RP1-156L9.1,3.8055914671738353,0.028345582585608625,0.00014146572172231637,0.029067018770467627,0.168735029227037,0.00026898957389252,NA,8,13,13
ENSG00000224848.1,RP11-535M15.1,-3.805423630192405,-0.017483884732352635,0.0001415616895733488,0.07930024008944823,0.0854766531508477,0.0108378219282682,NA,13,13,13
ENSG00000225706.1,RP11-75C9.1,-3.8048960555423124,-0.02036986009632774,0.00014186375200999748,0.06023476199256802,0.215127193668482,2.5872593865599e-05,NA,4,4,4
ENSG00000140398.9,NEIL1,3.7813261100661797,0.008998467142683621,0.00015599516726857364,0.3125280313829788,0.15494052278807,0.000389765385250339,NA,71,93,93
ENSG00000101460.8,MAP1LC3A,3.7799362884048135,0.03878989459815034,0.00015686849385327834,0.01821926543882798,0.212867968384535,4.1896880218153e-05,NA,9,15,15
ENSG00000117748.5,RPA2,-3.7640003428721753,-0.009518698020095024,0.0001672166534268285,0.3262024977685698,0.380174807209894,1.28945249375383e-10,NA,21,24,24
ENSG00000177666.11,PNPLA2,-3.7614195565346895,-0.03534222853296666,0.00016895175964018043,0.02423253597917222,0.0889218486393914,0.0113666356089932,NA,3,5,5
ENSG00000167965.13,MLST8,3.757804210590027,0.02706540188870405,0.00017141091482503497,0.03928682126290515,0.288468915734485,5.96134119355664e-08,NA,8,14,14
ENSG00000137513.5,NARS2,3.741518226459712,0.01627887881708565,0.00018291190912612243,0.10895690987183794,0.34190050636518,1.91343372542735e-08,NA,14,14,14
ENSG00000197958.8,RPL12,-3.7341494083834506,-0.009711102868030458,0.0001883506619487485,0.30679027220787564,0.282962439530565,5.24273796905562e-07,NA,70,91,91
ENSG00000114650.14,SCAP,3.717368928110577,0.016373001185613346,0.00020130836814337205,0.09282233363476482,0.114546552462793,0.00307030350614286,NA,24,32,32
ENSG00000078487.13,ZCWPW1,3.716101211023858,0.03437192603593141,0.0002023205646303599,0.02565920110998394,0.0929057408668454,0.00807201239261443,NA,45,67,67
ENSG00000185627.13,PSMD13,-3.714424787884976,-0.02076133044296043,0.00020366643145899817,0.05773612379925704,0.170265074325582,0.000229002741368916,NA,20,21,21
ENSG00000137806.4,NDUFAF1,-3.712045620883696,-0.02114705223483042,0.00020559091863052906,0.05260483657066209,0.266087682546943,5.11461949705797e-07,NA,30,40,40
ENSG00000105928.9,DFNA5,-3.7035047060170814,-0.013572950447818937,0.00021264123485075404,0.1575044423015713,0.389081181945479,3.92757258998346e-10,NA,14,15,15
ENSG00000227370.1,RP4-669P10.19,-3.676088627725104,-0.03782854420122067,0.00023683727204570242,0.0188096519571969,0.0718149479016047,0.0243404386299509,NA,17,21,21
ENSG00000188385.7,JAKMIP3,-3.661801689482508,-0.026446337455422006,0.00025044770088337114,0.03595585181347025,0.0699162191027483,0.0221958509173365,NA,4,8,8
